DFTU	DFRC	DFNC	DFRN
ST3GAL1	MAPK11	XLOC_009498	ZNF337
XLOC_l2_014820	POMZP3	PPAPDC2	ICOSLG
MCM2	XLOC_004574	VPS41	XLOC_000468
EIF2AK1	LOC100131608	REV3L	ZNF620
SNORD55	C5orf58	TRAF3IP3	XLOC_005584
ACTN3	LCT	ZDHHC1	ZNF271
NLRP8	WIZ	XLOC_l2_013233	LOC100130745
PTPRVP	SLC25A29	C1orf86	ARVP6125
AP2B1	MAGEB10	C7orf55	VCPIP1
TAGAP	ORAI2	SNORD45A	XLOC_006982
XLOC_008033	PEMT	BZW2	RLN3
CCL5	FBXW8	DDX1	EPB49
GDF7	XLOC_l2_005731	SAMD11	B4GALT5
LOC646762	DDX56	XLOC_l2_013910	IDUA
FLJ27354	AQP4	TPD52	XLOC_012249
C12orf53	LCE3E	XLOC_l2_000101	TSSK4
ZNF512	PTPRN2	AADACL3	RC3H1
UGGT1	KLHL1	AP1G2	LOC100506285
LOC100506276	XLOC_004952	Q8WY88	LOC100130930
XLOC_013911	TMEM106B	ALG10B	BET1
GALNT11	IGIP	XLOC_010233	HIP1
XLOC_003890	TCEB1	C19orf22	RCBTB2
SLC2A6	FAM48A	XLOC_l2_015202	XLOC_l2_003380
XLOC_000967	LRP10	ITIH2	XLOC_l2_013547
ZDHHC24	BASP1P1	LOC100131829	LMBRD1
C17orf81	XLOC_001619	ALG13	NOL10
XLOC_l2_008040	RELA	MORC3	XLOC_004524
C1orf172	XLOC_002133	CLIP2	LINC00493
XLOC_007586	XLOC_006611	XLOC_013034	ARSF
FAM116A	SPOCD1	PSMB4	PCYOX1
XLOC_002240	TXNDC16	PRPF38A	DKK2
SOX30	CYP2W1	ASNSD1	LOC100505624
PIGN	GNB2	ZC3H10	XLOC_l2_006575
Q6F132	TYK2	UBA7	XLOC_000048
PLIN1	C19orf44	RAD9A	CAPN8
TUBA3C	LOC100130587	TMBIM4	ZNF790
FARSB	LRRC66	LOC100506906	XLOC_l2_011044
XLOC_010324	ITSN1	CCDC89	FLJ30064
LTC4S	XLOC_000011	GPR125	SLC35E3
HBM	PIGN	FBXW5	XLOC_011766
LOC100289094	SPATA8	ANKRD13B	CST11
LOC100130342	XLOC_005331	CHERP	ATOH7
ABCD1	XLOC_013282	OMA1	LINC00317
XLOC_008678	Q9UJ41	UBC	GTPBP10
PPP1R15A	ALOX5AP	ACSF2	RICTOR
TCF3	PAFAH1B1	TSFM	XLOC_005208
NUDT18	CKAP2L	ZNF264	C10orf131
ADIPOR1	AKIRIN2	XLOC_l2_015529	TIMM50
XLOC_013461	HSD11B2	THBS1	XLOC_000083
RASEF	NCKAP1L	XLOC_009223	PIN4
LOC100128869	DKK4	LRRC10	SYCP2L
XLOC_007237	LYPD5	TMEM204	SLCO1B7
C9orf153	LRP5L	DOCK10	SH3RF1
TTTY23	XLOC_000579	TMCO3	XLOC_l2_008163
PATL2	SCARNA5	C7orf53	CLIP4
NBPF15	CCNB2	KIAA0355	XLOC_002845
XLOC_014174	ZNF282	RPL22L1	CDH3
CDCA4	ABCA7	HLA-DMB	LOC100130580
LOC100129936	XLOC_000350	CYBRD1	XLOC_008556
C6orf168	FMO2	PSMD1	RACGAP1
XLOC_l2_015946	MCMBP	C11orf31	APOA4
ZNF10	CCNJL	RPP14	TMEM175
PEX11A	CDKN2C	DNAL1	ANO8
IL6ST	LOC90784	TRAF3IP1	PLEKHG2
TIE1	NDUFB6	MCFD2	MORC2-AS1
CRYL1	LOC100508120	RMND5B	GLRX2
CPSF2	LOC100287497	PFKP	XLOC_000768
C5orf32	KDM3A	ANKRD28	XLOC_009650
XLOC_l2_007167	XLOC_l2_012173	C9orf169	XLOC_001910
AP3D1	DRAM2	DNM1L	REEP1
PODXL2	SERPINB5	MYL12A	XLOC_008317
SLC16A13	ZNF780A	SLC35A1	DAD1
XLOC_001228	XLOC_l2_015764	LIMS1	AANAT
UBE2DNL	CRY1	XLOC_011640	FAM156A
VASH2	DDC	FAM125A	XLOC_000423
LOC100132831	TBC1D10C	SBNO1	LOC441698
XLOC_005201	DIO1	RALY	ME1
SMARCA4	ANO6	COMT	XLOC_001062
XLOC_004952	EDN1	RECQL	C1orf194
C6orf89	LOC257152	ISCA2	MGC20647
COQ6	ZYG11B	ZHX2	LOC100506521
PI4KAP2	XLOC_005299	XLOC_l2_011649	XLOC_014037
TUBGCP4	SYCP3	XLOC_001398	LOC100132832
ABCA11P	XLOC_006488	DNAJB9	TM4SF5
MAOA	POLR1A	EVPL	ZDHHC22
SP7	HINT2	ZNF562	HOGA1
LOC100506338	FSTL1	XLOC_001257	KRTAP5-6
CCDC162P	LINC00265	TUBB	CCDC6
DNAJA3	GGTLC1	ABHD1	XLOC_007640
XLOC_006181	XLOC_002160	N4BP2L2	GTF2H5
CYP3A4	LOC340544	XLOC_l2_013052	NAE1
TMEM63A	SNTA1	XLOC_005811	XLOC_010696
LINC00230A	LOC100507547	XLOC_008352	CAV3
XLOC_l2_014197	SPATA12	STYX	XLOC_000513
REXO4	RAB40C	TFEC	GABRR3
ZNF16	IQCF4	PPP1R14D	LOC100129995
ADAR	COQ6	RGS13	XLOC_003742
C20orf196	OR5H14	HCG27	HSD17B2
ANKRD36BP1	ALKBH7	MYSM1	C12orf52
LRRC30	CLDN7	FAM36A	OR1S1
MAN1B1	NDUFA11	APOE	XLOC_005984
RNF122	XLOC_006409	BRPF1	LOC730651
XLOC_013826	LOC115110	RXRB	PNPLA5
SZT2	XLOC_012359	LOC100131551	RPL7
LOC100130741	LOC100131929	C5orf60	XLOC_l2_010239
TUBGCP2	CLEC19A	XLOC_001449	TAF9
ERCC5	CCL1	XLOC_l2_000324	TFF2
PTPLAD2	ARL5B	XLOC_001363	XLOC_013777
ZNF473	XLOC_l2_014721	KSR1	VRK2
TRIM61	PKN2	PRCC	XLOC_l2_009571
FAM194A	ROR1	BSX	AURKAIP1
XLOC_005811	LOC100506046	IFI6	LOC154872
CD248	LOC400706	EDARADD	SPC25
PPP1R3A	FBXO3	GLTPD1	XLOC_002007
BNIPL	CD1D	CD99	XLOC_l2_001984
PPP4R1	TSPAN31	ZNF853	LOC100132707
VCL	LOC286437	WDFY2	C7orf65
FHIT	SHROOM1	XLOC_011971	CD79A
SPRY1	VAMP4	FGFBP3	HTR1F
PGD	XLOC_013310	LOC388946	PTCD1
AIDA	FAM125A	RREB1	XLOC_004197
DEDD2	IDH3G	CPSF2	HCG9
EML3	TMEM187	MUTED	IPPK
WDR5	MRE11A	C19orf33	GPR149
TTPAL	UAP1	PAEP	BTNL2
CAPN12	MEFV	CCDC28A	OSBPL3
NPHP3	LOC100506113	XLOC_013038	CCNE2
SLC43A3	DEFB103B	TPX2	XLOC_l2_002311
TMEM219	TMEM87B	C3orf78	XLOC_013560
OTUB1	SDHAP1	TCEAL4	LOC100131702
XLOC_l2_015520	MPHOSPH10	RAN	SMCR7L
MOSPD3	TMEM18	SP7	XLOC_011532
RAG2	C15orf57	TAB3	SLC28A2
ATP1A4	XLOC_l2_005692	CHN2	RAD21
REP15	LEKR1	XLOC_l2_008013	PROCA1
PHLDA1	XLOC_009072	SPATA5L1	PI3
C14orf133	SNHG9	C11orf1	MYL4
LOC100507066	XLOC_005917	DVL2	XLOC_014329
SEPT7P2	TMEM115	XLOC_000983	LOC729032
SIM2	XLOC_001952	CREBBP	C19orf67
RIPK4	C14orf142	C15orf55	XLOC_008245
NOD1	LOC100507800	XLOC_009144	XLOC_010176
FLJ41327	GRXCR2	XLOC_003269	GOLGA2P2Y
XLOC_012416	XLOC_003505	BCAR3	RYR2
IL1RAPL1	PIH1D2	FLJ32255	TAAR6
XLOC_005411	NDUFC2	LOC100653206	MEIS2
XLOC_012529	LOC550643	GPR77	SCUBE1
XLOC_009500	CENPH	MIR221	XLOC_007542
LOC100288911	GPR160	KPTN	LOC100132439
SNORA26	TMED5	HMGB3P1	XLOC_010477
ELAVL2	FBXO11	CADM1	XLOC_l2_013119
KIAA0664	CCL22	RNPS1	TCIRG1
XLOC_007043	SRD5A1	CLSPN	CNBP
MYOM3	LINC00239	SIT1	FAM185A
FAM192A	ITGB3	XLOC_l2_013547	LOC100505623
ZNF165	XLOC_007995	NSA2	CST2
LOC100506214	SNUPN	C19orf12	XLOC_l2_010565
A4GALT	MYF5	CHKB	C12orf63
XLOC_l2_013456	LINC00230A	BEND2	CREB1
CXorf36	CCL20	VILL	PDC
EIF4G1	NXT2	KRT25	DUSP22
XLOC_l2_006780	EPRS	TSC2	KIAA0101
ANKRD20A8P	C20orf3	FAM133B	C17orf42
CRK	C4orf46	NDUFS8	XLOC_004847
CLDN11	XLOC_l2_014711	ANKRD13C	SCGN
XLOC_009206	CXADRP3	FAM175B	FSTL1
ASB6	MSL2	C5orf62	USMG5
FTSJ3	ZNF415	KLRC4	CALCR
XLOC_011057	LOC100505661	FLOT1	MAL2
XLOC_012737	ETV4	LOC645261	KRTAP10-9
WRAP53	CECR9	LOC399815	S100A2
ZNF138	OXSM	LCN15	LOC730159
SNORA4	XLOC_003228	TECR	SLC25A21
MTCP1	LOC729658	USP39	XLOC_005664
LOC284014	ANXA2P1	COL5A1	DNASE1L2
psiTPTE22	XLOC_005480	AASDHPPT	PGPEP1L
XLOC_009067	SCHIP1	LOC100506922	XLOC_011936
ERAL1	LOH12CR2	TANK	LOC100134237
C2orf18	SH2B2	XLOC_l2_003897	XLOC_l2_007880
PHF6	SSR2	PSIP1	KCNE1L
LOC149351	C14orf21	PDZD11	YPEL1
MCM8	XLOC_l2_006675	SNORD110	TBC1D22A
XLOC_l2_010113	C22orf42	FLNA	PRDX5
COBRA1	RPF2	XLOC_009798	XLOC_009833
CHMP7	XLOC_009628	XLOC_004431	ZFYVE19
CIAPIN1	TAGLN2	FAM43A	
XLOC_003405	PDE6D	NSUN5	
FLOT2	MLYCD	XLOC_003075	
FCRL5	XLOC_010161	TEKT4	
BMP8B	OR5P2	XLOC_010068	
LOC100129213	ATF5	THOC5	
IDH3A	KRTAP19-8	SEPT7P2	
GNRH1	TSKS	ASB16	
OXA1L	SLC26A1	POLK	
ARPC1B	EN1	FRMD8	
PHF10	XLOC_012905	DRAP1	
RSRC2	SCAMP2	LOC100129974	
XLOC_003660	C14orf167	MRPL39	
BTN2A2	LOC100190939	RAC3	
HERC2P2	MAGT1	PCNXL3	
XPO6	LOC100288069	XLOC_012335	
XLOC_008713	HCG18	MAEL	
SMG7	XLOC_l2_003419	FAM86C2P	
NFRKB	TSSC4	MLH3	
TPR	XLOC_008501	PLTP	
XLOC_010588	ATXN2L	SCYL2	
XLOC_002892	RAD54L	ATF7	
APAF1	LOC729032	RGS5	
PAK1	XLOC_l2_014050	ZFP30	
LOC100506647	HSPA13	DLK1	
MLEC	KCNMB2	TMEM42	
CCDC33	XLOC_008737	DOCK11	
LOC100506732	XLOC_005941	KLHL13	
LMAN2L	LOC100506957	CD180	
XLOC_l2_014830	KLHL38	AUTS2	
XLOC_l2_010141	AKR7A2P1	C9orf82	
GNL1	XLOC_008794	SMAD4	
LOC100507930	GPX7	PTGES2	
ABCC6	UOX	LOC100130298	
ECHDC3	RTN4IP1	TRNAU1AP	
XLOC_l2_009136	NTPCR	UBLCP1	
NBR2	CACNG5	TIGD2	
CHD1	PDLIM1	CSNK1A1L	
XLOC_006833	MCTS1	XLOC_000144	
ST3GAL5	AGBL5	NUMA1	
MED13	SLC26A5	TMED5	
OR2A42	PKIG	C1QL1	
GSC2	PTER	DHPS	
PTPRZ1	SFT2D2	ENO1	
EHBP1	XLOC_000278	CREG1	
C10orf128	WRB	FLJ46020	
KIAA1407	XLOC_011313	TMEM48	
ZNF408	MED30	NYX	
CABP1	C20orf152	OR11A1	
GOSR2	CCNC	KIAA0226	
TEX261	OR5AS1	ZMAT4	
SLC12A9	XLOC_008382	BRCA2	
FUCA2	ND4	EBF1	
THTPA	RBM7	XLOC_l2_011922	
PFKFB3	C1orf74	PDCL3	
XLOC_011797	ANKRD29	FBXO25	
GBA2	ZNF706	XLOC_l2_011118	
OTOF	RAB3D	NME5	
C8orf74	CST5	PWP1	
SYNGR1	GCOM1	ANAPC10	
SNORD5	RCAN1	NDUFA4	
HGSNAT	CHST7	NEDD1	
HLA-G	C12orf61	LOC401497	
ST6GALNAC6	PHLDA1	ZDHHC2	
DGAT2	GPR65	WASL	
GPC3	GSTZ1	KCTD12	
CCDC67	XLOC_000210	C10orf88	
NRGN	ISX	XLOC_001684	
C3orf54	SNORD99	ABCA5	
GOLGA1	XLOC_013220	GOLPH3L	
XLOC_009040	FOXP2	MAPK12	
SNORA37	NAAA	TNRC18	
SLFN13	ZNF579	PAK2	
SPINLW1	LOC285758	XLOC_013431	
XLOC_001387	FLJ39653	MBD2	
MAFIP	SPP1	LDLRAP1	
PRAMEF6	GAB4	XLOC_013103	
XLOC_l2_005731	PURB	WAC	
KCNS1	LOC285878	TMEM188	
CST6	ASRGL1	NHP2	
FAM96B	ZNF330	PLD4	
ANKRD37	MRPS25	XLOC_000982	
ZNF799	NNT	P4HTM	
XLOC_002653	PLEKHF1	RHOQ	
PITPNC1	LOC100505641	FLJ31306	
GPR75	GPAA1	MNAT1	
PPP2R2A	LOC100507656	PRPF4B	
KIAA0754	SLC15A3	KCNN2	
CHAMP1	CCDC41	LRP1B	
EBAG9	XLOC_011383	FAM71B	
TCF7L1	LOC100506403	RPL9	
XLOC_005110	TACC3	SART3	
EIF4G3	LOC648691	RNF213	
LOC100287223	RHOD	LOC100129406	
XLOC_000390	XLOC_l2_008689	TIMM8A	
APEX1	MAPKAPK3	LOC285889	
XLOC_007447	MYO1G	YTHDC2	
ENDOG	BPNT1	UBE2D3	
LOC283038	PDZD3	UBE2J1	
SEC14L3	SLC35D2	LOC283177	
XLOC_004616	LOC100128593	E2F7	
PRODH2	ACTL8	RPL26	
PPP4R2	XLOC_003292	RHCE	
TBC1D3P5	XLOC_000909	RNASEH2B	
AEN	WHAMMP3	NPC1	
IFT122	F7	TPRA1	
FAM36A	CBX2	TERF1	
POLE	OSTBETA	CXorf21	
RBM28	LAPTM5	C20orf106	
LOC100507668	PRIM2	MIB2	
XLOC_010040	XLOC_003488	RPS20P27	
SLC1A4	OR4F21	TGFBR1	
DNASE2	HGFAC	FAM3A	
SLFN5	XLOC_002802	OIP5-AS1	
XLOC_010544	XLOC_006380	ZNF266	
PSMD3	XLOC_005894	XLOC_008746	
XLOC_007914	XLOC_001374	XLOC_010590	
XLOC_002358	FAR2	LAPTM4A	
RPL29	LOC100653003	SH3BGR	
OR51F1	NSF	FAM86DP	
KBTBD2	PAPOLG	RIOK2	
C19orf56	ZNF577	RGS3	
ZNF41	THSD1P1	XLOC_002560	
ABCB7	TNN	LINC00290	
MBD5	LOC149773	STARD3	
KIAA0753	PPIB	NADSYN1	
ODZ3	BCAS1	LOC100507003	
LRSAM1	THAP7	EFCAB2	
HLTF	LRRC28	LOC100506293	
TSR1	XLOC_008683	ATP5E	
CCDC116	LOC100652948	ARHGAP6	
LSM4	TDP1	SFT2D1	
XLOC_005890	UNQ6494	SNHG8	
ANKRD13B	XLOC_001195	SNRPB2	
TUG1	TAOK3	SPIN4	
ALPK3	PYGL	BRIX1	
ACCSL	GMPPA	LOC100507111	
XLOC_012826	HBEGF	LCLAT1	
GIGYF2	XLOC_004139	XLOC_l2_001518	
XLOC_008461	C9orf64	GCLC	
POT1	RACGAP1	LOC729603	
KLC1	OR8K3	PCYT2	
NARFL	TOM1L1	LOC100499466	
LRG1	XLOC_l2_009820	UBR1	
CEPT1	XLOC_011172	COA5	
FOXP1-IT1	XLOC_005368	SEPT14	
XLOC_l2_003606	PGAM5	LOC100505730	
APOA1BP	SLC38A3	DNPEP	
UBAP2L	FLJ45445	RTEL1	
SNX6	LOC100128398	NOTCH1	
ECE1	STAM	RRP7A	
IGF2BP3	XLOC_l2_010486	MPI	
N4BP2L2	XLOC_008185	EVI5	
TNPO2	XLOC_012294	STAM	
WDR45	XLOC_005740	FANCE	
TRANK1	ACAP1	GAPDH	
XLOC_006683	KCNA3	AGPS	
RPL29P2	FDPSL2A	EPOR	
C1QTNF2	IMPAD1	NAP1L2	
MVK	AXIN2	TSC1	
RNF224	SPRR2G	LOC100128885	
GML	KYNU	TANC1	
GPR98	BPIFC	XLOC_014094	
ZBTB46	LOC100507376	SNORA48	
LOC100131170	SNORD116-11	NEK4	
TRPC3	XLOC_012803	SLC30A7	
APEX2	XLOC_004384	OR4D1	
WT1-AS	IGSF8	HCP5	
FOXP2	MSLNL	LOC283482	
LHFPL1	HTATIP2	SCAMP1	
STOML2	RNF150	ACSL3	
OR5D16	FAM72A	RTN3	
MCOLN2	IFT20	PMEL	
XLOC_011752	XLOC_003194	KLF10	
COL24A1	FSHR	XLOC_006476	
FAM131C	CNIH4	TARDBP	
XLOC_004884	KRT79	VLDLR	
XLOC_000881	C2orf49	TLR5	
XLOC_006476	ATP7A	USP41	
SCGB1A1	FGF14	PIK3R5	
LOC100507226	CD58	CD248	
LDHC	LPAR5	ONECUT1	
XLOC_l2_011901	LOC100130417	PRPF8	
ZNF827	XLOC_010267	LOC100287808	
MLH3	CHCHD6	PMPCB	
TOMM70A	XLOC_006666	KANSL2	
HIVEP3	ARID5B	GLE1	
BRPF1	AMZ2P1	CFB	
GYPC	METTL5	ATP6V0D1	
PAX3	C9orf172	MIS12	
XLOC_013541	XLOC_005541	IFNAR1	
NT5C3L	ZNF644	ATPAF1	
XLOC_000336	MRGPRX4	APBB3	
XLOC_011080	ACSM1	INTS5	
GPRIN2	SMPD2	LOC100507284	
XLOC_007776	FASN	FLJ14186	
ARF3	ZAK	DHX36	
XLOC_010647	WNT10A	XLOC_l2_009889	
FBXO25	XLOC_l2_007706	XLOC_l2_008221	
RECQL4	FAM114A2	XLOC_008926	
SMG8	XLOC_005132	SRP68	
GSTM2	SPAST	VMA21	
GOLGA6L7P	C11orf74	ITPKC	
SMEK1	XLOC_004107	SH3GL1P1	
NCAM1	LOC100507475	LOC100131180	
LOC100509323	LOC644189	MKL2	
SNUPN	WDR38	NDUFB3	
PNLIPRP2	UBL7	ZMAT3	
JUP	HARBI1	FAM195B	
CNFN	TEF	KPNA3	
TIPRL	FOXE3	CDADC1	
XLOC_l2_000791	XLOC_012842	XLOC_l2_015196	
ARL4A	ESYT2	USP15	
C4orf40	XLOC_013318	SLX1A	
PIGU	PITX2	SLC18A3	
C9orf173	XLOC_005278	CTDSPL2	
C13orf30	NPR2	CDC20B	
XLOC_013737	C6orf52	SNX1	
TSGA10	LOC100129461	SSC5D	
KRTAP13-2	TCEAL8	KRT8	
XLOC_008149	XLOC_000451	CENPT	
COL4A4	APPL1	BAG2	
ZNF577	ANKHD1	ZNF236	
XLOC_012594	OR8G2	BOLA3	
ZRANB3	TMEM9	DBIL5P	
LCOR	MDS2	XLOC_006505	
TMEM100	ZNF197	USF2	
LPPR1	XLOC_010043	DROSHA	
ZNF594	LOC100506507	AKIRIN2	
STK40	B3GNT8	LOC100134237	
SAMM50	CNGA1	LOC100306951	
PEX26	XLOC_l2_015876	NONO	
MAP6D1	LOC100233209	LOC100128006	
ARHGEF7	CLSTN3	EEF1B2	
SSTR2	H6PD	CPNE2	
MATN2	SAP18	FLJ41423	
LOC100506757	LYPLA1	IL7	
ZNF251	DLL3	PM20D2	
ASCC1	XLOC_003025	XLOC_l2_015221	
TRNT1	PLS1	RARG	
KRTAP2-4	FAH	HOXC4	
PROS1	ADAM33	PAPPA	
FOXA3	FHL3	LOC100506368	
BRD8	ETFA	PDE12	
XLOC_l2_015907	C11orf10	PEX12	
XLOC_009936	Q97C69	FLJ45513	
XLOC_003461	LINC00273	LOC128322	
LOC100506073	DNAL1	ZHX1	
ZNF98	Q29HP5	TMEM140	
PEX1	PRDX4	SAMHD1	
XLOC_010554	LRRC2	XLOC_006273	
HS3ST1	GAS2	FAM71E2	
FAM50B	FAM171A2	IL18BP	
LOC100131432	NDUFV2	XLOC_002452	
MLL	XLOC_l2_012791	SLC35E1	
LOC283454	TPK1	CDH1	
OR6C76	XLOC_l2_015878	GYLTL1B	
Q25LE9	RNF41	LOC100509075	
CPNE3	KRI1	CCDC67	
MAGED1	NR2F1	XLOC_000205	
NAT8L	KAT2A	RBMX2	
PTDSS1	PPFIA3	PFN2	
TSPAN14	ZNF814	HINFP	
MNX1	TSG101	OR5L1	
HIC1	XLOC_009147	LRRC31	
SUN2	NINJ2	CENPW	
ZBED6	XLOC_010312	XLOC_010599	
XLOC_l2_015716	SETD1A	CDC16	
LOC100132163	SLITRK4	KLF2	
MMP17	XLOC_012216	NIT2	
ZNF621	UBA2	LIPT1	
LOC100505576	CYP3A4	CA13	
TSSC1	IRAK2	FAM3C	
SUPT16H	PLEKHA7	ADAM10	
FAM108A1	ZNF85	ZNF674	
LINC00511	HDHD3	XLOC_006820	
MYO18A	SYNPO2L	CEP135	
VPS26B	C2orf28	C7orf59	
MTBP	TRAPPC3	ACTR3B	
GPR157	TRMT1	XLOC_005690	
SBF1P1	XLOC_l2_013064	STX12	
DYTN	MCU	MYLIP	
XLOC_002996	LOC100505937	ARHGAP12	
SLC22A24	AUH	CTTNBP2NL	
SERPINB5	SLC16A9	TMEM63A	
SPRR2G	STEAP1B	LOC100507377	
TPRG1L	XLOC_000711	ZNF573	
CADM2	LOC100506214	GBP4	
LOC100498859	XLOC_000816	ZNF165	
MRPL49	LINC00264	LOC643770	
CEP19	XLOC_l2_005787	KIAA0930	
TAS2R14	SLC16A14	XLOC_004616	
ZNF695	KHDC1	B4GALT3	
C6orf132	MAOA	EPS8L2	
SDR16C5	LOC728537	DZIP3	
TRIM53P	XLOC_001148	CREBL2	
LOC100653024	ANKRD2	WSCD1	
PLIN2	LIPT1	WSB2	
VHLL	SLC39A1	NAA40	
EHBP1L1	C19orf70	XLOC_005905	
BACE1	KCNQ4	XLOC_006904	
SNORD6	HTR1E	SUCLG2	
TNN	LOC100131242	NRM	
XLOC_001699	KCNC3	FRY	
FAM131A	XLOC_l2_003133	TBC1D20	
LOC100505814	PAQR7	TIMM17A	
EPHA4	LHFPL3	SLC35A4	
LOC100505746	MGC16703	DEGS1	
BRF2	STRN3	SNORA32	
FAN1	PIP4K2A	XLOC_l2_015441	
PATZ1	XLOC_014010	USP28	
FAM167A	C16orf52	C17orf69	
TMEM212	XLOC_013206	MFN1	
CACNA2D1	GCH1	OR7E37P	
DTNB	HIST1H4G	MTUS2	
RSC1A1	TTL	STK25	
RAI1	B2M	TAF1	
RARG	COX3	XLOC_013621	
CHN2	TTLL6	TLE3	
XLOC_002563	XLOC_l2_010063	OR2M7	
SPDYE7P	MMP2	C19orf48	
XLOC_l2_013963	ZCWPW1	TYW3	
ABHD16A	SPCS3	XLOC_001862	
LOC100130542	XLOC_008375	IGLL5	
RBMX	SERP1	LOC100653329	
LOC100507000	LOC100287837	XLOC_007150	
XLOC_007011	ANKRD50	PIBF1	
NBPF1	LOC151484	ITPKA	
FLJ34223	IFITM4P	HCFC2	
TOMM22	ZMYND12	LOC100233156	
AURKB	SLC6A8	ATXN3	
XLOC_004528	UBB	LOC100505676	
XLOC_009382	KCNIP1	RAP1B	
SNORD115-2	RAB3GAP1	MRP63	
LOC100506387	CYB5RL	C6orf35	
XLOC_l2_000297	XLOC_010706	XLOC_l2_000804	
SNRNP40	RRP7A	ENKUR	
XLOC_011298	C7orf60	SS18L1	
C1orf194	HHAT	CMA1	
XLOC_l2_006648	CEND1	LOC100134663	
EID3	XLOC_l2_003903	TEAD1	
SPRN	SYTL3	ST7	
IFT88	IFNA8	LOC144486	
SCIN	ZDHHC18	XLOC_l2_006166	
MIEN1	CC2D2B	C19orf71	
MECR	NAP1L1	KRT83	
ATPAF1-AS1	DHRS4	SLC22A14	
LOC100505487	TCEA2	RECQL5	
VPS11	POLR3D	SNORD50B	
GPR114	OR2A7	ANKRD20A9P	
HBQ1	TMEM107	DZANK1-AS1	
XLOC_l2_000864	C19orf46	XLOC_007388	
MAMSTR	XLOC_010479	SAR1A	
XLOC_010586	XLOC_l2_002049	LOC100507423	
SNORD97	C10orf118	NDEL1	
XLOC_012726	CRX	HDAC3	
PCSK6	XLOC_002612	HPYR1	
XLOC_013282	LINC00471	LASP1	
KIAA0556	HMGA1P4	ADD3	
XLOC_007221	FBXO36	LOC100131320	
LOC100129917	MFSD6L	SLC36A4	
SNORD18A	ZNF454	GNRH2	
GPR63	SATB2	C2orf81	
LOC441242	SUSD1	NF1	
FLVCR2	HYMAI	TRPC4AP	
XLOC_l2_014294	PLEKHO1	NDUFA12	
XLOC_l2_011954	TXLNB	LMBRD1	
GCLM	SLC7A7	GAK	
XLOC_l2_008546	XLOC_010570	TMEM30A	
LOC728061	GPR26	C6orf48	
SPAG11B	APOBEC3G	MTBP	
XLOC_005254	UCP3	SLC38A7	
INPP4A	N6AMT2	FGL2	
LOC644339	IMMP2L	FOXN2	
SNRNP70	XLOC_l2_015351	PLK2	
NDRG1	LOC100652951	ZNF524	
EML4	CRHR2	ZBTB32	
CXXC1	BLCAP	TMEM161B	
GOLGA6L9	XLOC_009339	NAA20	
RGAG4	PIGP	KRT1	
XLOC_005930	LOC645431	RHBDD1	
XLOC_013574	LOC100506963	FCHO1	
LOC100505549	C15orf29	XLOC_002002	
BSG	PREP	LGALS1	
SLPI	TSTD1	TRAM1L1	
VAV2	LYG1	LOC157860	
XLOC_013699	BHLHE41	XLOC_013765	
XLOC_001426	RASSF9	DNAH11	
DNAH10OS	XLOC_003515	XLOC_l2_012397	
HGS	RAD54B	XLOC_005893	
XLOC_000704	SLCO1A2	ZDHHC17	
ENPP7	ZBTB2	CEP63	
LOC285419	KIF17	TTC36	
C1orf162	LXN	HSP90AB1	
MT1H	LRRC10	CD82	
XLOC_000766	SNORD69	ATP10A	
NAA10	RNF125	XLOC_012193	
YIPF3	KIAA1467	GPBP1	
FKBP8	OGDHL	LOC100505746	
LOC727677	LOC100507670	SCARNA8	
CCDC146	XLOC_008681	RICTOR	
PRKRIP1	NOC2L	ALOX12P2	
SPRED2	KLF11	DDX49	
ICAM3	XLOC_001353	RPS20	
EPHA8	C7orf70	ATP5H	
GNB5	AVPR2	SCARNA5	
CMTM7	COG5	BIRC6	
XLOC_l2_005438	ABHD10	DNAJB8	
UBTD1	SOAT1	SRM	
LRRN2	TWISTNB	XLOC_l2_001683	
SCPEP1	SNORD84	GORAB	
ANGPT4	WDR27	BET1	
VPS4A	XLOC_011335	CADM2	
SCARNA18	XLOC_l2_003414	RPL37A	
XLOC_007726	AP4M1	RGP1	
XLOC_007190	UBE2Q2P1	LOC646719	
CAMSAP3	CEP112	LOC400541	
ZMAT3	XLOC_l2_014694	XLOC_003027	
XLOC_006505	XLOC_010170	PCBP1	
ZNF853	THUMPD3	JMY	
CCDC66	TECR	XLOC_014326	
PSAP	CSDA	XLOC_l2_008450	
CBLN3	ANKRD36B	RRAS	
ATG4C	NAIP	MLST8	
PDE4DIP	POLR3G	SAP18	
COQ5	SFXN1	C20orf11	
LOC100507196	TMEM60	NDUFA6	
ZNF714	CACNA1S	MAMSTR	
ZNF726	RNF181	KCNQ1	
MTHFD1L	XLOC_003452	PKN2	
C12orf10	DBNL	MRPL45	
HOXC4	IMPA1	MAP3K1	
C17orf50	FCRL3	XLOC_002401	
WNT7B	XLOC_l2_012071	TNFRSF1A	
LOC100505613	DDIT4L	CCDC78	
C2orf61	PER3	NFKBIA	
RNU6ATAC	XLOC_011564	XLOC_012383	
XLOC_002000	PDAP1	BCL2	
FANCI	XLOC_004860	XLOC_006053	
TTTY13	XLOC_006259	PATZ1	
NR2C2	CD302	XLOC_l2_001760	
MRPS17	SNORD26	XLOC_005888	
NAA11	AAA1	SMOX	
GOLGA6L6	LINC00152	RPS24	
COL6A5	RNF8	PPP1CA	
